quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	chord_id
0	0.375	1	1	0	0	3/4	1	1	3/32		1/16	3/2		3	69	0
3/8	0.125	1	1	3/32	3/32	3/4	1	1	1/32		1/32	1		-1	65	1
1/2	0.375	1	1	1/8	1/8	3/4	1	1	3/32		1/16	3/2		-2	70	2
7/8	0.125	1	1	7/32	7/32	3/4	1	1	1/32		1/32	1		1	67	3
1	1.0	1	1	1/4	1/4	3/4	2	2	1/4		1/4	1	1	-1	53	10
1	0.75	1	1	1/4	1/4	3/4	2	1	3/16		1/8	3/2		3	57	7
1	0.75	1	1	1/4	1/4	3/4	1	1	3/16		1/8	3/2		0	72	4
7/4	0.25	1	1	7/16	7/16	3/4	2	1	1/16		1/16	1		0	60	8
7/4	0.25	1	1	7/16	7/16	3/4	1	1	1/16		1/16	1		3	69	5
2	0.5	1	1	1/2	1/2	3/4	2	2	1/8		1/8	1	-1	-1	53	11
2	0.5	1	1	1/2	1/2	3/4	2	1	1/8		1/8	1		3	57	9
2	0.5	1	1	1/2	1/2	3/4	1	1	1/8		1/8	1		-1	65	6
3	0.375	2	2	0	0	3/4	1	1	3/32		1/16	3/2		2	74	12
27/8	0.125	2	2	3/32	3/32	3/4	1	1	1/32		1/32	1		-2	70	13
7/2	0.375	2	2	1/8	1/8	3/4	1	1	3/32		1/16	3/2		4	76	14
31/8	0.125	2	2	7/32	7/32	3/4	1	1	1/32		1/32	1		0	72	15
4	1.0	2	2	1/4	1/4	3/4	2	2	1/4		1/4	1	1	3	57	22
4	0.75	2	2	1/4	1/4	3/4	2	1	3/16		1/8	3/2		0	60	19
4	0.75	2	2	1/4	1/4	3/4	1	1	3/16		1/8	3/2		-1	77	16
19/4	0.25	2	2	7/16	7/16	3/4	2	1	1/16		1/16	1		-1	65	20
19/4	0.25	2	2	7/16	7/16	3/4	1	1	1/16		1/16	1		0	72	17
5	0.5	2	2	1/2	1/2	3/4	2	2	1/8		1/8	1	-1	3	57	23
5	0.5	2	2	1/2	1/2	3/4	2	1	1/8		1/8	1		0	60	21
5	0.5	2	2	1/2	1/2	3/4	1	1	1/8		1/8	1		3	69	18
6	0.375	3	3	0	0	3/4	1	1	3/32		1/16	3/2		-1	77	24
51/8	0.125	3	3	3/32	3/32	3/4	1	1	1/32		1/32	1		0	72	25
13/2	0.375	3	3	1/8	1/8	3/4	1	1	3/32		1/16	3/2		1	79	26
55/8	0.125	3	3	7/32	7/32	3/4	1	1	1/32		1/32	1		4	76	27
7	0.375	3	3	1/4	1/4	3/4	1	1	3/32		1/16	3/2		3	81	28
59/8	0.125	3	3	11/32	11/32	3/4	1	1	1/32		1/32	1		1	79	29
15/2	0.375	3	3	3/8	3/8	3/4	1	1	3/32		1/16	3/2		-1	77	30
63/8	0.125	3	3	15/32	15/32	3/4	1	1	1/32		1/32	1		4	76	31
8	0.375	3	3	1/2	1/2	3/4	1	1	3/32		1/16	3/2		-1	77	32
67/8	0.125	3	3	19/32	19/32	3/4	1	1	1/32		1/32	1		0	72	33
17/2	0.5	3	3	5/8	5/8	3/4	2	1	1/8		1/8	1		-1	53	36
17/2	0.5	3	3	5/8	5/8	3/4	2	1	1/8		1/8	1		3	57	36
17/2	0.375	3	3	5/8	5/8	3/4	1	1	3/32		1/16	3/2		2	74	34
71/8	0.125	3	3	23/32	23/32	3/4	1	1	1/32		1/32	1		3	69	35
9	0.5	4	4	0	0	3/4	2	1	1/8		1/8	1		1	55	44
9	0.5	4	4	0	0	3/4	1	1	1/8		1/8	1		2	62	37
9	0.5	4	4	0	0	3/4	1	1	1/8		1/8	1		0	72	37
19/2	0.5	4	4	1/8	1/8	3/4	2	1	1/8		1/8	1		0	48	45
19/2	0.5	4	4	1/8	1/8	3/4	1	1	1/8		1/8	1		4	64	38
19/2	0.5	4	4	1/8	1/8	3/4	1	1	1/8		1/8	1		-2	70	38
10	0.5	4	4	1/4	1/4	3/4	2	1	1/8		1/8	1		-1	53	46
10	0.5	4	4	1/4	1/4	3/4	1	1	1/8		1/8	1		-1	65	39
10	0.5	4	4	1/4	1/4	3/4	1	1	1/8		1/8	1		3	69	39
11	0.25	4	4	1/2	1/2	3/4	1	1	1/16		1/16	1		3	69	40
45/4	0.25	4	4	9/16	9/16	3/4	1	1	1/16		1/16	1		-2	70	41
23/2	0.25	4	4	5/8	5/8	3/4	1	1	1/16		1/16	1		5	71	42
47/4	0.25	4	4	11/16	11/16	3/4	1	1	1/16		1/16	1		0	72	43
12	1.5	5	5	0	0	3/4	2	2	3/8		1/4	3/2		0	48	59
12	1.0	5	5	0	0	3/4	2	1	1/4		1/4	1		3	57	56
12	0.75	5	5	0	0	3/4	1	1	3/16		1/8	3/2		-1	65	47
51/4	0.125	5	5	3/16	3/16	3/4	1	1	1/32		1/32	1		1	67	48
103/8	0.125	5	5	7/32	7/32	3/4	1	1	1/32		1/32	1		-1	65	49
13	0.5	5	5	1/4	1/4	3/4	2	1	1/8		1/8	1		1	55	57
13	0.5	5	5	1/4	1/4	3/4	1	1	1/8		1/8	1		4	64	50
27/2	0.5	5	5	3/8	3/8	3/4	2	2	1/8		1/8	1		-2	58	60
55/4	0.25	5	5	7/16	7/16	3/4	1	1	1/16		1/16	1		4	76	51
14	0.5	5	5	1/2	1/2	3/4	2	2	1/8		1/8	1		3	57	61
14	0.25	5	5	1/2	1/2	3/4	1	1	1/16		1/16	1		1	79	52
57/4	0.25	5	5	9/16	9/16	3/4	1	1	1/16		1/16	1		-1	77	53
29/2	0.5	5	5	5/8	5/8	3/4	2	2	1/8		1/8	1		-1	53	62
29/2	0.5	5	5	5/8	5/8	3/4	2	1	1/8		1/8	1		3	57	58
29/2	0.25	5	5	5/8	5/8	3/4	1	1	1/16		1/16	1		4	76	54
59/4	0.25	5	5	11/16	11/16	3/4	1	1	1/16		1/16	1		2	74	55
15	1.5	6	6	0	0	3/4	2	2	3/8		1/4	3/2		1	55	75
15	1.5	6	6	0	0	3/4	2	1	3/8		1/4	3/2		2	62	72
15	0.75	6	6	0	0	3/4	1	1	3/16		1/8	3/2		0	72	63
63/4	0.125	6	6	3/16	3/16	3/4	1	1	1/32		1/32	1		2	74	64
127/8	0.125	6	6	7/32	7/32	3/4	1	1	1/32		1/32	1		0	72	65
16	0.5	6	6	1/4	1/4	3/4	1	1	1/8		1/8	1		5	71	66
33/2	0.5	6	6	3/8	3/8	3/4	2	2	1/8		1/8	1		-1	53	76
33/2	0.5	6	6	3/8	3/8	3/4	2	1	1/8		1/8	1		-5	61	73
67/4	0.25	6	6	7/16	7/16	3/4	1	1	1/16		1/16	1		-2	70	67
17	0.5	6	6	1/2	1/2	3/4	2	2	1/8		1/8	1		4	52	77
17	1.0	6	6	1/2	1/2	3/4	2	1	1/4		1/4	1	1	0	60	74
17	0.25	6	6	1/2	1/2	3/4	1	1	1/16		1/16	1		-2	82	68
69/4	0.25	6	6	9/16	9/16	3/4	1	1	1/16		1/16	1		1	79	69
35/2	0.5	6	6	5/8	5/8	3/4	2	2	1/8		1/8	1		-2	58	78
35/2	0.25	6	6	5/8	5/8	3/4	1	1	1/16		1/16	1		-1	77	70
71/4	0.25	6	6	11/16	11/16	3/4	1	1	1/16		1/16	1		4	76	71
18	1.0	7	7	0	0	3/4	2	2	1/4		1/4	1		3	57	96
18	1.0	7	7	0	0	3/4	2	1	1/4		1/4	1	-1	0	60	95
18	0.125	7	7	0	0	3/4	1	1	1/32		1/32	1		-1	77	79
145/8	0.125	7	7	1/32	1/32	3/4	1	1	1/32		1/32	1		1	79	80
73/4	0.125	7	7	1/16	1/16	3/4	1	1	1/32		1/32	1		-1	77	81
147/8	0.125	7	7	3/32	3/32	3/4	1	1	1/32		1/32	1		1	79	82
37/2	0.125	7	7	1/8	1/8	3/4	1	1	1/32		1/32	1		3	81	83
149/8	0.125	7	7	5/32	5/32	3/4	1	1	1/32		1/32	1		-2	82	84
75/4	0.125	7	7	3/16	3/16	3/4	1	1	1/32		1/32	1		3	81	85
151/8	0.125	7	7	7/32	7/32	3/4	1	1	1/32		1/32	1		-2	82	86
19	0.5	7	7	1/4	1/4	3/4	1	1	1/8		1/8	1		0	84	87
39/2	0.5	7	7	3/8	3/8	3/4	2	2	1/8		1/8	1		3	45	97
79/4	0.25	7	7	7/16	7/16	3/4	1	1	1/16		1/16	1		-1	65	88
79/4	0.25	7	7	7/16	7/16	3/4	1	1	1/16		1/16	1		0	72	88
20	0.0	7	7	1/2	1/2	3/4	1	1	0	grace16	1/16	1		4	76	89
20	0.5	7	7	1/2	1/2	3/4	2	2	1/8		1/8	1		-2	46	98
20	0.5	7	7	1/2	1/2	3/4	1	2	1/8		1/8	1		-1	65	93
20	0.5	7	7	1/2	1/2	3/4	1	1	1/8		1/8	1		2	74	90
41/2	0.0	7	7	5/8	5/8	3/4	1	1	0	grace16	1/16	1		0	72	91
41/2	0.5	7	7	5/8	5/8	3/4	2	2	1/8		1/8	1		2	50	99
41/2	0.5	7	7	5/8	5/8	3/4	1	2	1/8		1/8	1		-1	65	94
41/2	0.5	7	7	5/8	5/8	3/4	1	1	1/8		1/8	1		-2	70	92
21	1.5	8	8	0	0	3/4	2	1	3/8		1/4	3/2		0	48	106
21	1.0	8	8	0	0	3/4	1	2	1/4		1/4	1		-1	65	104
21	0.75	8	8	0	0	3/4	1	1	3/16		1/8	3/2		3	69	100
87/4	0.125	8	8	3/16	3/16	3/4	1	1	1/32		1/32	1		-2	70	101
175/8	0.125	8	8	7/32	7/32	3/4	1	1	1/32		1/32	1		3	69	102
22	1.0	8	8	1/4	1/4	3/4	1	2	1/4		1/4	1		4	64	105
22	1.0	8	8	1/4	1/4	3/4	1	1	1/4		1/4	1		1	67	103
45/2	0.5	8	8	3/8	3/8	3/4	2	1	1/8		1/8	1		-2	46	107
23	0.5	8	8	1/2	1/2	3/4	2	1	1/8		1/8	1		3	45	108
47/2	0.5	8	8	5/8	5/8	3/4	2	1	1/8		1/8	1		1	43	109
24	0.5	9	9	0	0	3/4	2	2	1/8		1/8	1		-1	41	120
24	0.375	9	9	0	0	3/4	1	1	3/32		1/16	3/2		3	69	110
195/8	0.125	9	9	3/32	3/32	3/4	1	1	1/32		1/32	1		-1	65	111
49/2	0.375	9	9	1/8	1/8	3/4	1	1	3/32		1/16	3/2		-2	70	112
199/8	0.125	9	9	7/32	7/32	3/4	1	1	1/32		1/32	1		1	67	113
25	1.0	9	9	1/4	1/4	3/4	2	2	1/4		1/4	1	1	-1	53	121
25	0.75	9	9	1/4	1/4	3/4	2	1	3/16		1/8	3/2		3	57	117
25	0.75	9	9	1/4	1/4	3/4	1	1	3/16		1/8	3/2		0	72	114
103/4	0.25	9	9	7/16	7/16	3/4	2	1	1/16		1/16	1		0	60	118
103/4	0.25	9	9	7/16	7/16	3/4	1	1	1/16		1/16	1		3	69	115
26	0.5	9	9	1/2	1/2	3/4	2	2	1/8		1/8	1	-1	-1	53	122
26	0.5	9	9	1/2	1/2	3/4	2	1	1/8		1/8	1		3	57	119
26	0.5	9	9	1/2	1/2	3/4	1	1	1/8		1/8	1		-1	65	116
27	0.375	10	10	0	0	3/4	1	1	3/32		1/16	3/2		2	74	123
219/8	0.125	10	10	3/32	3/32	3/4	1	1	1/32		1/32	1		-2	70	124
55/2	0.375	10	10	1/8	1/8	3/4	1	1	3/32		1/16	3/2		4	76	125
223/8	0.125	10	10	7/32	7/32	3/4	1	1	1/32		1/32	1		0	72	126
28	1.0	10	10	1/4	1/4	3/4	2	2	1/4		1/4	1	1	3	57	133
28	0.75	10	10	1/4	1/4	3/4	2	1	3/16		1/8	3/2		0	60	130
28	0.75	10	10	1/4	1/4	3/4	1	1	3/16		1/8	3/2		-1	77	127
115/4	0.25	10	10	7/16	7/16	3/4	2	1	1/16		1/16	1		-1	65	131
115/4	0.25	10	10	7/16	7/16	3/4	1	1	1/16		1/16	1		0	72	128
29	0.5	10	10	1/2	1/2	3/4	2	2	1/8		1/8	1	-1	3	57	134
29	0.5	10	10	1/2	1/2	3/4	2	1	1/8		1/8	1		0	60	132
29	0.5	10	10	1/2	1/2	3/4	1	1	1/8		1/8	1		3	69	129
30	0.375	11	11	0	0	3/4	1	1	3/32		1/16	3/2		0	84	135
243/8	0.125	11	11	3/32	3/32	3/4	1	1	1/32		1/32	1		3	81	136
61/2	0.375	11	11	1/8	1/8	3/4	1	1	3/32		1/16	3/2		-2	82	137
247/8	0.125	11	11	7/32	7/32	3/4	1	1	1/32		1/32	1		1	79	138
31	0.375	11	11	1/4	1/4	3/4	2	1	3/32		1/16	3/2		0	72	147
31	0.375	11	11	1/4	1/4	3/4	1	1	3/32		1/16	3/2		3	81	139
251/8	0.125	11	11	11/32	11/32	3/4	2	1	1/32		1/32	1		3	69	148
251/8	0.125	11	11	11/32	11/32	3/4	1	1	1/32		1/32	1		-1	77	140
63/2	0.375	11	11	3/8	3/8	3/4	2	1	3/32		1/16	3/2		-2	70	149
63/2	0.375	11	11	3/8	3/8	3/4	1	1	3/32		1/16	3/2		1	79	141
255/8	0.125	11	11	15/32	15/32	3/4	2	1	1/32		1/32	1		1	67	150
255/8	0.125	11	11	15/32	15/32	3/4	1	1	1/32		1/32	1		4	76	142
32	0.5	11	11	1/2	1/2	3/4	2	1	1/8		1/8	1		3	69	151
32	0.375	11	11	1/2	1/2	3/4	1	1	3/32		1/16	3/2		-1	77	143
259/8	0.125	11	11	19/32	19/32	3/4	1	1	1/32		1/32	1		0	72	144
65/2	0.5	11	11	5/8	5/8	3/4	2	1	1/8		1/8	1		6	66	152
65/2	0.375	11	11	5/8	5/8	3/4	1	1	3/32		1/16	3/2		2	74	145
263/8	0.125	11	11	23/32	23/32	3/4	1	1	1/32		1/32	1		3	69	146
33	0.5	12	12	0	0	3/4	2	1	1/8		1/8	1		1	67	160
33	0.5	12	12	0	0	3/4	1	1	1/8		1/8	1		0	72	153
67/2	0.5	12	12	1/8	1/8	3/4	2	1	1/8		1/8	1		4	64	161
67/2	0.5	12	12	1/8	1/8	3/4	1	1	1/8		1/8	1		-2	70	154
34	0.5	12	12	1/4	1/4	3/4	2	1	1/8		1/8	1		-1	65	162
34	0.5	12	12	1/4	1/4	3/4	1	1	1/8		1/8	1		3	69	155
35	0.25	12	12	1/2	1/2	3/4	1	1	1/16		1/16	1		3	69	156
141/4	0.25	12	12	9/16	9/16	3/4	1	1	1/16		1/16	1		-2	70	157
71/2	0.25	12	12	5/8	5/8	3/4	1	1	1/16		1/16	1		5	71	158
143/4	0.25	12	12	11/16	11/16	3/4	1	1	1/16		1/16	1		0	72	159
36	1.0	13	13	0	0	3/4	2	1	1/4		1/4	1		0	48	172
36	1.0	13	13	0	0	3/4	2	1	1/4		1/4	1		3	57	172
36	0.75	13	13	0	0	3/4	1	1	3/16		1/8	3/2		-1	65	163
147/4	0.125	13	13	3/16	3/16	3/4	1	1	1/32		1/32	1		1	67	164
295/8	0.125	13	13	7/32	7/32	3/4	1	1	1/32		1/32	1		-1	65	165
37	0.5	13	13	1/4	1/4	3/4	2	1	1/8		1/8	1		0	48	173
37	0.5	13	13	1/4	1/4	3/4	2	1	1/8		1/8	1		-2	58	173
37	0.5	13	13	1/4	1/4	3/4	1	1	1/8		1/8	1		4	64	166
151/4	0.25	13	13	7/16	7/16	3/4	1	1	1/16		1/16	1		4	76	167
38	0.25	13	13	1/2	1/2	3/4	1	1	1/16		1/16	1		1	79	168
153/4	0.25	13	13	9/16	9/16	3/4	1	1	1/16		1/16	1		-1	77	169
77/2	0.25	13	13	5/8	5/8	3/4	1	1	1/16		1/16	1		4	76	170
155/4	0.25	13	13	11/16	11/16	3/4	1	1	1/16		1/16	1		2	74	171
39	0.5	14	14	0	0	3/4	2	1	1/8		1/8	1		1	55	184
39	0.5	14	14	0	0	3/4	2	1	1/8		1/8	1		2	62	184
39	0.25	14	14	0	0	3/4	1	1	1/16		1/16	1		0	72	174
157/4	0.25	14	14	1/16	1/16	3/4	1	1	1/16		1/16	1		5	71	175
79/2	0.5	14	14	1/8	1/8	3/4	2	1	1/8		1/8	1		4	52	185
79/2	0.5	14	14	1/8	1/8	3/4	2	1	1/8		1/8	1		0	60	185
79/2	0.5	14	14	1/8	1/8	3/4	1	1	1/8		1/8	1		-2	70	176
163/4	0.25	14	14	7/16	7/16	3/4	2	1	1/16		1/16	1		4	40	186
163/4	0.25	14	14	7/16	7/16	3/4	1	1	1/16		1/16	1		1	67	177
41	0.75	14	14	1/2	1/2	3/4	2	1	3/16		1/8	3/2		-1	41	187
41	0.75	14	14	1/2	1/2	3/4	1	1	3/16		1/8	3/2		0	60	178
41	0.75	14	14	1/2	1/2	3/4	1	1	3/16		1/8	3/2		3	69	178
167/4	0.0	14	14	11/16	11/16	3/4	1	1	0	grace32	1/32	1		-2	70	179
167/4	0.0	14	14	11/16	11/16	3/4	1	1	0	grace32	1/32	1		3	69	180
167/4	0.0	14	14	11/16	11/16	3/4	1	1	0	grace32	1/32	1		1	67	181
167/4	0.0	14	14	11/16	11/16	3/4	1	1	0	grace32	1/32	1		3	69	182
167/4	0.25	14	14	11/16	11/16	3/4	2	1	1/16		1/16	1		1	43	188
167/4	0.25	14	14	11/16	11/16	3/4	1	1	1/16		1/16	1		-2	70	183
42	0.75	15	15	0	0	3/4	2	1	3/16		1/8	3/2		3	45	201
42	0.75	15	15	0	0	3/4	1	1	3/16		1/8	3/2		-1	65	189
42	0.75	15	15	0	0	3/4	1	1	3/16		1/8	3/2		0	72	189
171/4	0.0	15	15	3/16	3/16	3/4	1	1	0	grace16	1/16	1		2	74	190
171/4	0.0	15	15	3/16	3/16	3/4	1	1	0	grace16	1/16	1		0	72	191
171/4	0.0	15	15	3/16	3/16	3/4	1	1	0	grace16	1/16	1		5	71	192
171/4	0.0	15	15	3/16	3/16	3/4	1	1	0	grace16	1/16	1		0	72	193
171/4	0.25	15	15	3/16	3/16	3/4	2	1	1/16		1/16	1		-2	46	202
171/4	0.25	15	15	3/16	3/16	3/4	1	1	1/16		1/16	1		2	74	194
43	0.5	15	15	1/4	1/4	3/4	2	1	1/8		1/8	1		0	48	203
43	0.5	15	15	1/4	1/4	3/4	1	1	1/8		1/8	1		3	57	195
43	0.5	15	15	1/4	1/4	3/4	1	1	1/8		1/8	1		-1	65	195
44	0.0	15	15	1/2	1/2	3/4	1	1	0	grace16	1/16	1		3	69	196
44	1.0	15	15	1/2	1/2	3/4	2	1	1/4		1/4	1		0	36	204
44	0.5	15	15	1/2	1/2	3/4	1	1	1/8		1/8	1		-2	58	197
44	1.0	15	15	1/2	1/2	3/4	1	2	1/4		1/4	1		-2	58	200
44	0.5	15	15	1/2	1/2	3/4	1	1	1/8		1/8	1		1	67	197
89/2	0.25	15	15	5/8	5/8	3/4	1	1	1/16		1/16	1		-1	65	198
179/4	0.25	15	15	11/16	11/16	3/4	1	1	1/16		1/16	1		1	67	199
45	1.5	16	16	0	0	3/4	2	1	3/8		1/4	3/2		-1	41	210
45	1.0	16	16	0	0	3/4	1	1	1/4		1/4	1		-2	58	205
45	1.0	16	16	0	0	3/4	1	1	1/4		1/4	1		1	67	205
46	0.5	16	16	1/4	1/4	3/4	1	1	1/8		1/8	1		3	57	206
46	0.5	16	16	1/4	1/4	3/4	1	1	1/8		1/8	1		-1	65	206
93/2	0.5	16	16	3/8	3/8	3/4	2	1	1/8		1/8	1		0	48	211
93/2	0.5	16	16	3/8	3/8	3/4	1	1	1/8		1/8	1		0	60	207
47	0.5	16	16	1/2	1/2	3/4	2	1	1/8		1/8	1		3	45	212
47	0.5	16	16	1/2	1/2	3/4	1	1	1/8		1/8	1		3	57	208
95/2	0.5	16	16	5/8	5/8	3/4	2	1	1/8		1/8	1		0	48	213
95/2	0.5	16	16	5/8	5/8	3/4	1	1	1/8		1/8	1		0	60	209
48	0.0	17	17	0	0	3/4	1	1	0	grace16	1/16	1		-1	65	214
48	0.5	17	17	0	0	3/4	2	2	1/8		1/8	1		-1	41	227
48	0.375	17	17	0	0	3/4	1	1	3/32		1/16	3/2		3	69	215
387/8	0.125	17	17	3/32	3/32	3/4	1	1	1/32		1/32	1		-1	65	216
97/2	0.0	17	17	1/8	1/8	3/4	1	1	0	grace16	1/16	1		1	67	217
97/2	0.375	17	17	1/8	1/8	3/4	1	1	3/32		1/16	3/2		-2	70	218
391/8	0.125	17	17	7/32	7/32	3/4	1	1	1/32		1/32	1		1	67	219
49	0.0	17	17	1/4	1/4	3/4	1	1	0	grace16	1/16	1		3	69	220
49	0.0	17	17	1/4	1/4	3/4	2	2	0	grace16	1/16	1	1	-1	53	228
49	1.0	17	17	1/4	1/4	3/4	2	2	1/4		1/4	1	0	-1	53	229
49	0.75	17	17	1/4	1/4	3/4	2	1	3/16		1/8	3/2		3	57	224
49	0.75	17	17	1/4	1/4	3/4	1	1	3/16		1/8	3/2		0	72	221
199/4	0.25	17	17	7/16	7/16	3/4	2	1	1/16		1/16	1		0	60	225
199/4	0.25	17	17	7/16	7/16	3/4	1	1	1/16		1/16	1		3	69	222
50	0.5	17	17	1/2	1/2	3/4	2	2	1/8		1/8	1	-1	-1	53	230
50	0.5	17	17	1/2	1/2	3/4	2	1	1/8		1/8	1		3	57	226
50	0.5	17	17	1/2	1/2	3/4	1	1	1/8		1/8	1		-1	65	223
51	0.0	18	18	0	0	3/4	1	1	0	grace16	1/16	1		-2	70	231
51	0.375	18	18	0	0	3/4	1	1	3/32		1/16	3/2		2	74	232
411/8	0.125	18	18	3/32	3/32	3/4	1	1	1/32		1/32	1		-2	70	233
103/2	0.0	18	18	1/8	1/8	3/4	1	1	0	grace16	1/16	1		0	72	234
103/2	0.375	18	18	1/8	1/8	3/4	1	1	3/32		1/16	3/2		4	76	235
415/8	0.125	18	18	7/32	7/32	3/4	1	1	1/32		1/32	1		0	72	236
52	0.0	18	18	1/4	1/4	3/4	1	1	0	grace16	1/16	1		0	72	237
52	0.0	18	18	1/4	1/4	3/4	2	2	0	grace16	1/16	1	1	3	57	244
52	1.0	18	18	1/4	1/4	3/4	2	2	1/4		1/4	1	0	3	57	245
52	0.75	18	18	1/4	1/4	3/4	2	1	3/16		1/8	3/2		0	60	241
52	0.75	18	18	1/4	1/4	3/4	1	1	3/16		1/8	3/2		-1	77	238
211/4	0.25	18	18	7/16	7/16	3/4	2	1	1/16		1/16	1		-1	65	242
211/4	0.25	18	18	7/16	7/16	3/4	1	1	1/16		1/16	1		0	72	239
53	0.5	18	18	1/2	1/2	3/4	2	2	1/8		1/8	1	-1	3	57	246
53	0.5	18	18	1/2	1/2	3/4	2	1	1/8		1/8	1		0	60	243
53	0.5	18	18	1/2	1/2	3/4	1	1	1/8		1/8	1		3	69	240
54	0.0	19	19	0	0	3/4	1	1	0	grace16	1/16	1		0	72	247
54	0.375	19	19	0	0	3/4	1	1	3/32		1/16	3/2		-1	77	248
435/8	0.125	19	19	3/32	3/32	3/4	1	1	1/32		1/32	1		0	72	249
109/2	0.0	19	19	1/8	1/8	3/4	1	1	0	grace16	1/16	1		0	72	250
109/2	0.375	19	19	1/8	1/8	3/4	1	1	3/32		1/16	3/2		1	79	251
439/8	0.125	19	19	7/32	7/32	3/4	1	1	1/32		1/32	1		4	76	252
55	0.0	19	19	1/4	1/4	3/4	1	1	0	grace16	1/16	1		4	76	253
55	0.375	19	19	1/4	1/4	3/4	1	1	3/32		1/16	3/2		3	81	254
443/8	0.125	19	19	11/32	11/32	3/4	1	1	1/32		1/32	1		1	79	255
111/2	0.0	19	19	3/8	3/8	3/4	1	1	0	grace32	1/32	1		1	79	256
111/2	0.375	19	19	3/8	3/8	3/4	1	1	3/32		1/16	3/2		-1	77	257
447/8	0.125	19	19	15/32	15/32	3/4	1	1	1/32		1/32	1		4	76	258
56	0.0	19	19	1/2	1/2	3/4	1	1	0	grace32	1/32	1		4	76	259
56	0.375	19	19	1/2	1/2	3/4	1	1	3/32		1/16	3/2		2	74	260
451/8	0.125	19	19	19/32	19/32	3/4	1	1	1/32		1/32	1		0	72	261
113/2	0.0	19	19	5/8	5/8	3/4	1	1	0	grace32	1/32	1		0	72	262
113/2	0.5	19	19	5/8	5/8	3/4	2	1	1/8		1/8	1		-1	53	265
113/2	0.5	19	19	5/8	5/8	3/4	2	2	1/8		1/8	1		0	60	266
113/2	0.375	19	19	5/8	5/8	3/4	1	1	3/32		1/16	3/2		-2	70	263
455/8	0.125	19	19	23/32	23/32	3/4	1	1	1/32		1/32	1		3	69	264
57	0.5	20	20	0	0	3/4	2	2	1/8		1/8	1		1	55	282
57	1.0	20	20	0	0	3/4	2	1	1/4		1/4	1	1	0	60	280
57	0.25	20	20	0	0	3/4	1	1	1/16		1/16	1		0	72	267
229/4	0.25	20	20	1/16	1/16	3/4	1	1	1/16		1/16	1		5	71	268
115/2	0.5	20	20	1/8	1/8	3/4	2	2	1/8		1/8	1		4	52	283
115/2	0.25	20	20	1/8	1/8	3/4	1	1	1/16		1/16	1		0	72	269
231/4	0.25	20	20	3/16	3/16	3/4	1	1	1/16		1/16	1		-2	70	270
58	0.5	20	20	1/4	1/4	3/4	2	2	1/8		1/8	1		-1	53	284
58	0.5	20	20	1/4	1/4	3/4	2	1	1/8		1/8	1	-1	0	60	281
58	0.5	20	20	1/4	1/4	3/4	1	1	1/8		1/8	1		3	69	271
59	0.125	20	20	1/2	1/2	3/4	1	1	1/32		1/32	1		3	69	272
473/8	0.125	20	20	17/32	17/32	3/4	1	1	1/32		1/32	1		-2	70	273
237/4	0.125	20	20	9/16	9/16	3/4	1	1	1/32		1/32	1		3	69	274
475/8	0.125	20	20	19/32	19/32	3/4	1	1	1/32		1/32	1		-2	70	275
119/2	0.125	20	20	5/8	5/8	3/4	1	1	1/32		1/32	1		5	71	276
477/8	0.125	20	20	21/32	21/32	3/4	1	1	1/32		1/32	1		0	72	277
239/4	0.125	20	20	11/16	11/16	3/4	1	1	1/32		1/32	1		5	71	278
479/8	0.125	20	20	23/32	23/32	3/4	1	1	1/32		1/32	1		0	72	279
60	1.0	21	21	0	0	3/4	2	2	1/4		1/4	1	1	0	48	302
60	1.0	21	21	0	0	3/4	2	1	1/4		1/4	1		-1	53	298
60	1.0	21	21	0	0	3/4	2	1	1/4		1/4	1		3	57	298
60	0.75	21	21	0	0	3/4	1	1	3/16		1/8	3/2		-1	65	285
243/4	0.125	21	21	3/16	3/16	3/4	1	1	1/32		1/32	1		1	67	286
487/8	0.125	21	21	7/32	7/32	3/4	1	1	1/32		1/32	1		-1	65	287
61	0.5	21	21	1/4	1/4	3/4	2	2	1/8		1/8	1	-1	0	48	303
